a000e01f a00fffff 51000003 51000007
b0000000 b0000001 51000003 51000007
c0001b2a c00b0115 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e000 10000000 51000003 51000007
a000e03f a00fffff 51000003 51000007
b0000010 b00830c3 51000003 51000007
c000d000 c0097aae 51000003 51000007
d000e803 d009a13e 51000003 51000007
e000e503 e00e69ee 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e020 10000000 51000003 51000007
a000e05f a00fffff 51000003 51000007
b0000000 b0000000 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e040 10000000 51000003 51000007
a000e07f a00fffff 51000003 51000007
b0000430 b00c30c3 51000003 51000007
c0000a3a c005be35 51000003 51000007
d000e249 d001da2e 51000003 51000007
e000c848 e005d8da 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e060 10000000 51000003 51000007
a000e09f a00fffff 51000003 51000007
b0000000 b0000042 51000003 51000007
c000cd0e c00b4eae 51000003 51000007
d0001a14 d00c603d 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
10000000 10000001 51000003 51000007
20000000 20000001 51000003 51000007
30000000 30000001 51000003 51000007
40000000 40000001 51000003 51000007
50000000 50000001 51000003 51000007
60000000 60000001 51000003 51000007
70000000 70000001 51000003 51000007
80000000 80000001 51000003 51000007
90000000 90000001 51000003 51000007
a0000000 a0000001 51000003 51000007
b0000000 b0000001 51000003 51000007
c0000000 c0000001 51000003 51000007
d0000000 d0000001 51000003 51000007
e0000000 e0000001 51000003 51000007
f0000000 f0000001 51000003 51000007
00000000 00000001 51000003 51000007
1000e080 10000000 51000003 51000007
a000e0bf a00fffff 51000003 51000007
